timestamp,flight_id,angle_roll_est,angle_pitch_est,angle_roll,angle_pitch,angle_yaw,gyro_rate_roll,gyro_rate_pitch,gyro_rate_yaw,acc_x,acc_y,acc_z,tau_x,tau_y,tau_z,error_phi,error_theta,input_roll,input_pitch,input_yaw,motor_1,motor_2,motor_3,motor_4,altura,flight_mode,device_id,roll,pitch,yaw
2025-09-07T23:15:35.050000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.01,0.15,0,0.17,0,-0.17,-0.12,0.05,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0.17,0
2025-09-07T23:15:35.051000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.03,0.15,0.1,0.14,0,-0.11,-0.08,0.03,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.1,0.14,0
2025-09-07T23:15:35.051000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.02,0.15,0.15,0.14,0,-0.21,-0.11,0.05,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.15,0.14,0
2025-09-07T23:15:35.051000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.03,0.14,0.11,0.08,0,-0.17,-0.12,0.08,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.11,0.08,0
2025-09-07T23:15:35.051000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.03,0.14,-0.04,0.12,0,-0.17,-0.09,0.02,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,-0.04,0.12,0
2025-09-07T23:15:35.051000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.03,0.15,0.03,0.14,0,-0.21,-0.12,0.05,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0.03,0.14,0
2025-09-07T23:15:35.051000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.02,0.14,-0.14,0.14,0,-0.15,-0.11,0.05,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,-0.14,0.14,0
2025-09-07T23:15:35.052000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.01,0.15,-0.06,0.28,0,-0.15,-0.09,0.03,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,-0.06,0.28,0
2025-09-07T23:15:35.113000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.01,0.14,-0.25,0.12,0,-0.2,-0.15,0.03,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,-0.25,0.12,0
2025-09-07T23:15:35.145000Z,ab046f12-29b0-4674-b358-728a7e3cfafb,0.01,0.15,-0.11,0.08,0,-0.21,-0.14,0.02,0,0,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,-0.11,0.08,0
